dialogueId,utteranceNo,authorRole,utterances,Marker1,Marker2,Cause1,Cause2
4147,6,counselor,"It's a nightmare. Could you kindly give me the date, time, and location of this occurrence, as well as whether or not you told your family member about it?  ",It's a nightmare.,,,
4147,7,victim,"Rajesh stopped the bike in a field in Badanapalli yesterday about 5 p.m. and began questioning me about my relationship with (my classmate) Praveen. This led in a fight, during which he attempted to choke me. ",This led in a fight,,he attempted to choke me. ,
4147,8,counselor,"I understand you are going through a difficult period; please be brave. Here are some of the choices we offer to help you. Police Complaint, NGO Assistance, Women's Support Group, Legal Assistance, Medical Assistance, and SIUCAW Assistance  ",,,,
4147,9,victim,What does SIUCAW Help entail?,,,,
4147,10,counselor,I admire your inquisitiveness. SIUCAW is a government project to safeguard and rescue women and children from harm.,,,,
4147,11,victim,"Okay, this appears to be a good idea. Please assist me in obtaining SIUCAW's assistance.  ",,,,
4147,12,counselor,"Sure, would you like to get SIUCAW help online or offline?  ",,,,
4147,13,victim,I'd prefer to take SIUCAW's assistance offline.,,,,
4147,14,counselor,I agree with your decision. Could you please provide your current location so that we can better serve you?,,,,
4147,15,victim,"Lingampalli, Hyderabad-678904 is where I call home.  ",,,,
4147,16,counselor,"Thank you for the location. Here's the lowdown on offline SIUCAW in your area. Mrs. Savita Praveen, Lingampalli Police Station, 98578#####  ",,,,
4147,17,victim,Thank you very much.,,,,
4147,18,counselor,I'd be happy to help you with anything else?,,,,
4147,19,victim,"No, thank you so much for all of your assistance.  ",,,,
4147,20,counselor,"Okay, I'll leave it at that. Rakshak, I hope you like your visit.  ",,,,
4148,0,counselor,"Hello, this is Rakshak, and I'm here to assist you in a secure atmosphere.  ",,,,
4148,1,victim,My ex-boyfriend came dangerously close to killing me. I'm scared out of my mind.,ex-boyfriend came dangerously close to killing me.,I'm scared out of my mind.,,
4148,2,counselor,Is it possible for me to know to whom I'm speaking?,,,,
4148,3,victim,"Swarika Baranwal is my name, and I am 19 years old. I am a student at college.  ",,,,
4148,4,counselor,"Hello, Swarika. Could you kindly explain your problem in greater detail?  ",kindly explain your problem,,,
4148,5,victim,"I dated Gooty Rajesh, a mason, but we broke up once I obtained a contract job at the bank. Rajesh summoned me for a meeting, escorted me on his motorcycle, and during a fight over my acquaintance with a classmate, that jerk attempted to murder me. I'm seriously hurt and terrified.  ",I'm seriously hurt and terrified.,,that jerk attempted to murder me.,
4148,6,counselor,"It's a nightmare. Could you kindly give me the date, time, and location of this occurrence, as well as whether or not you told your family member about it?  ",It's a nightmare.,,,
4148,7,victim,"Rajesh stopped the bike in a field in Badanapalli yesterday about 5 p.m. and began questioning me about my relationship with (my classmate) Praveen. This led in a fight, during which he attempted to choke me.  ",This led in a fight,,he attempted to choke me. ,
4148,8,counselor,"I understand you are going through a difficult period; please be brave. Here are some of the choices we offer to help you. Police Complaint, NGO Assistance, Women's Support Group, Legal Assistance, Medical Assistance, and SIUCAW Assistance",,,,
4148,9,victim,I require medical assistance. My neck hurts and I'm becoming increasingly agitated; please assist me.,,,,
4148,10,counselor,"Yes, please provide your present location so we can better serve you?  ",,,,
4148,11,victim,"Bodumpalli, Hyderabad-678902 is where I call home.  ",,,,
4148,12,counselor,Would you be willing to go on a home visit/hospital detail?,,,,
4148,13,victim,I'd want to pay you a visit at your home.,,,,
4148,14,counselor,"Yes, it is my pleasure to assist you. Here are the specifics of the doctor's house visit. ######  ",,,,
4148,15,victim,"Thank you, that's fine. ",,,,
4148,16,counselor,Is it possible for me to assist you further?,,,,
4148,17,victim,What are Dr. Pinki's charges?,,,,
4148,18,counselor,"Thank you for your inquiry. It's between 200 and 300 rupees, according to a government doctor.  ",,,,
4148,19,victim,"Thank you so much, Rakshak.  ",,,,
4148,20,counselor,I'd be happy to help you with anything else?,,,,
4148,21,victim,"No, thank you so much for all of your assistance.  ",,,,
4148,22,counselor,"Okay, I'll leave it at that. Rakshak, I hope you like your visit. ",,,,
4149,0,counselor,"Hello, this is Rakshak, and I'm here to assist you in a secure atmosphere. ",,,,
4149,1,victim,My ex-boyfriend came dangerously close to killing me. I'm scared out of my mind.,ex-boyfriend came dangerously close to killing me.,I'm scared out of my mind.,,
4149,2,counselor,Is it possible for me to know to whom I'm speaking?,,,,
4149,3,victim,"Swarika Baranwal is my name, and I am 19 years old. I am a student at college.  ",,,,
4149,4,counselor,"Hello, Swarika. Could you kindly explain your problem in greater detail?  ",kindly explain your problem,,,
4149,5,victim,"I dated Gooty Rajesh, a mason, but we broke up once I obtained a contract job at the bank. Rajesh summoned me for a meeting, escorted me on his motorcycle, and during a fight over my acquaintance with a classmate, that jerk attempted to murder me. I'm seriously hurt and terrified.  ",I'm seriously hurt and terrified.,,that jerk attempted to murder me.,
4149,6,counselor,"It's a nightmare. Could you kindly give me the date, time, and location of this occurrence, as well as whether or not you told your family member about it?  ",It's a nightmare.,,,
4149,7,victim,"Rajesh stopped the bike in a field in Badanapalli yesterday about 5 p.m. and began questioning me about my relationship with (my classmate) Praveen. This led in a fight, during which he attempted to choke me.  ",This led in a fight,,he attempted to choke me. ,
4149,8,counselor,"I understand you are going through a difficult period; please be brave. Here are some of the choices we offer to help you. Police Complaint, NGO Assistance, Women's Support Group, Legal Assistance, Medical Assistance, and SIUCAW Assistance ",,,,
4149,9,victim,I require medical assistance. My neck hurts and I'm becoming increasingly agitated; please assist me.,,,,
4149,10,counselor,"Sure, could you please give your present location so we can better serve you?  ",,,,
4149,11,victim,"Bodumpalli, Hyderabad-678902 is where I call home.  ",,,,
4149,12,counselor,Would you be willing to go on a home visit/hospital detail?,,,,
4149,13,victim,Could you inform me about the hospitals in the area?,,,,
4149,14,counselor,"It would be my pleasure, of course. The following is information on the hospital closest to your area. Lingampalli Vedanta Hospital 98578##### Dr. D P Mathyu  ",,,,
4149,15,victim,Thank you very much.,,,,
4149,16,counselor,I'd be happy to help you with anything else?,,,,
4149,17,victim,"No, thank you so much for all of your assistance.  ",,,,
4149,18,counselor,"Okay, I'll leave it at that. Rakshak, I hope you like your visit.  ",,,,
4150,0,counselor,"Hello, this is Rakshak, and I'm here to assist you in a secure atmosphere.  ",,,,
4150,1,victim,My ex-boyfriend came dangerously close to killing me. I'm scared out of my mind.,ex-boyfriend came dangerously close to killing me.,I'm scared out of my mind.,,
4150,2,counselor,Is it possible for me to know to whom I'm speaking?,,,,
4150,3,victim,"Swarika Baranwal is my name, and I am 19 years old. I am a student at college. ",,,,
4150,4,counselor,"Hello, Swarika. Could you kindly explain your problem in greater detail? ",kindly explain your problem,,,
4150,5,victim,"I dated Gooty Rajesh, a mason, but we broke up once I obtained a contract job at the bank. Rajesh summoned me for a meeting, escorted me on his motorcycle, and during a fight over my acquaintance with a classmate, that jerk attempted to murder me. I'm seriously hurt and terrified.  ",I'm seriously hurt and terrified.,,that jerk attempted to murder me.,
4150,6,counselor,"It's a nightmare. Could you kindly give me the date, time, and location of this occurrence, as well as whether or not you told your family member about it?  ",It's a nightmare.,,,
4150,7,victim,"Rajesh stopped the bike in a field in Badanapalli yesterday about 5 p.m. and began questioning me about my relationship with (my classmate) Praveen. This led in a fight, during which he attempted to choke me.  ",This led in a fight,,he attempted to choke me. ,
4150,8,counselor,"I understand you are going through a difficult period; please be brave. Here are some of the choices we offer to help you. Police Complaint, NGO Assistance, Women's Support Group, Legal Assistance, Medical Assistance, and SIUCAW Assistance  ",,,,
4150,9,victim,I'd like to enter the Police Complaint competition.,,,,
4150,10,counselor,"Sure, would you file a complaint online or offline? ",,,,
4150,11,victim,I'd prefer to use the offline complaint option.,,,,
4150,12,counselor,"Sure, could you please give your present location so we can better serve you?  ",,,,
4150,13,victim,"Lingampalli, Hyderabad-678904 is where I call home.  ",,,,
4150,14,counselor,"Thank you for the location. Here is the contact information for the police station closest to your location. D K Swaminathan, D K Swaminathan, D K Swaminathan, D K Swaminathan, D K Swaminathan, D K Swaminathan, D K Swaminathan, D K Swamin  ",,,,
4150,15,victim,I am appreciative for your assistance.,,,,
4150,16,counselor,I'd be happy to help you with anything else?,,,,
4150,17,victim,"No, thank you so much for all of your assistance.  ",,,,
4150,18,counselor,"Okay, I'll leave it at that. Rakshak, I hope you like your visit.  ",,,,
4151,0,counselor,"Hello, this is Rakshak, and I'm here to assist you in a secure atmosphere.  ",,,,
4151,1,victim,A group of monsters assassinated my mum.,,,group of monsters assassinated my mum.,
4151,2,counselor,I'm sad to hear about this. May his spirit find eternal rest. Is it possible for me to know to whom I'm speaking?,I'm sad to hear about this.,May his spirit find eternal rest.,,
4151,3,victim,"My name is Aakash Garg, and I am 15 years old.  ",,,,
4151,4,counselor,"Hello, Akash. Could you please elaborate on your issue?  ",,,,
4151,5,victim,"When my 50-year-old mother returned home from work, she was gang-raped and murdered.  ",,,she was gang-raped and murdered.,
4151,6,counselor,This is revolting. I understand that this is a particularly trying time for you. Would it be okay if I inquire as to when and where the incident occurred?,This is revolting.,,,
4151,7,victim,This occurred a week ago in the Budaun area of Uttar Pradesh.,,,,
4151,8,counselor,Thank you for providing this information. Could you please tell me if you have filed a police report?,,,,
4151,9,victim,"The complaint had been reported to the police, but only for the name. The case is not being investigated adequately by the local police.  ",The case is not being investigated adequately,,,
4151,10,counselor,I'm sorry you're having trouble with this. Could you please let me know if you have any idea who did this?, sorry you're having trouble with this,,,
4151,11,victim,"I don't have any reservations. This fucking terrible act was most likely perpetrated by a bloody priest and his two accomplices from a nearby temple. In the face of humans, they are wolves. ",This fucking terrible act was most likely perpetrated by a bloody priest,"In the face of humans, they are wolves. ",,
4151,12,counselor,"Please calm down and exercise patience. Here is a list of the services we offer. Police Complaint, NGO Assistance, Women's Support Group, Legal Assistance, Medical Assistance, and Child Care SIUCAW is here to assist you.  ",Please calm down and exercise patience.,,,
4151,13,victim,I don't have faith in the local cops. Is there any other method to inform the authorities about the incident?,don't have faith in the local cops.,,,
4151,14,counselor,"Yes, you can file an online complaint with the police and the appropriate higher authorities.  ",,,,
4151,15,victim,That's fantastic! How do I file a police report online?,,,,
4151,16,counselor,"Yes, please give your current state location so we can better serve you?  ",,,,
4151,17,victim,"Oh, my goodness! Why are you asking me this question again and again, you idiot? I just told you that I live in the Badauna area of Uttar Pradesh. ",,,,
4151,18,counselor,Please accept my sincere apologies for bothering you. Thank you for providing the location information. Here is a URL to make an online complaint. www.uppolice.gov.in,,,,
4151,19,victim,Thank you for providing the link.,,,,
4151,20,counselor,Is there anything else I can do for you?,,,,
4151,21,victim,That's all there is to it. I'm hoping this works out.,,,,
4151,22,counselor,"Sure, but please be careful. Rakshak, I hope you like your visit. ",,,,
4152,0,counselor,"Hello, this is Rakshak, and I'm here to assist you in a secure atmosphere.  ",,,,
4152,1,victim,A group of monsters assassinated my mum.,,,group of monsters assassinated my mum.,
4152,2,counselor,I'm sad to hear about this. May his spirit find eternal rest. Is it possible for me to know to whom I'm speaking?,I'm sad to hear about this.,May his spirit find eternal rest.,,
4152,3,victim,"My name is Aakash Garg, and I am 15 years old.  ",,,,
4152,4,counselor,"Hello, Akash. Could you please elaborate on your issue? ",,,,
4152,5,victim,"When my 50-year-old mother returned home from work, she was gang-raped and murdered. ",,,she was gang-raped and murdered.,
4152,6,counselor,This is revolting. I understand that this is a particularly trying time for you. Would it be okay if I inquire as to when and where the incident occurred?,This is revolting.,,,
4152,7,victim,This occurred a week ago in the Budaun area of Uttar Pradesh.,,,,
4152,8,counselor,Thank you for providing this information. Could you please tell me if you have filed a police report?,,,,
4152,9,victim,"The complaint had been reported to the police, but only for the name. The case is not being investigated adequately by the local police.  ",The case is not being investigated adequately,,,
4152,10,counselor,I'm sorry you're having trouble with this. Could you please let me know if you have any idea who did this?, sorry you're having trouble with this,,,
4152,11,victim,"I don't have any reservations. This heinous fucking was undoubtedly carried out by a priest and his two companions from a nearby temple. In the face of humans, they are wolves.  ",This fucking terrible act was most likely perpetrated by a bloody priest,"In the face of humans, they are wolves. ",,
4152,12,counselor,"Please calm down and exercise patience. Here is a list of the services we offer. Police Complaint, NGO Assistance, Women's Support Group, Legal Assistance, Medical Assistance, and Child Care SIUCAW is here to assist you. ",Please calm down and exercise patience.,,,
4152,13,victim,Can you assist me in discovering NGOs in my area?,don't have faith in the local cops.,,,
4152,14,counselor,"Yes, please give your current state location so we can better serve you?  ",,,,
4152,15,victim,"Anand Vihar, Lucknow, UP-898765 is where I call home.  ",,,,
4152,16,counselor,"Thank you for the location. The NGO's profile can be found here. Seema Dikshit, Mahila Morcha 98578#####  ",,,,
4152,17,victim,Thank you for providing this information.,,,,
4152,18,counselor,I'd be delighted to help you with anything else.,,,,
4152,19,victim,What is the distance from my location?,,,,
4152,20,counselor,Thank you for taking the time to read this. It's 1.7 kilometres distant from your current location.,,,,
4152,21,victim,This is something for which I am grateful.,,,,
4152,22,counselor,I'd be happy to help you with anything else?,,,,
4152,23,victim,"No, thank you so much for all of your assistance.  ",,,,
4152,24,counselor,"It's a delight for me. Take precautions. Rakshak, I hope you like your visit.  ",,,,
4153,0,counselor,"Hello, this is Rakshak, and I'm here to assist you in a secure atmosphere.  ",,,,
4153,1,victim,A group of monsters assassinated my mum.,,,group of monsters assassinated my mum.,
4153,2,counselor,I'm sad to hear about this. May his spirit find eternal rest. Is it possible for me to know to whom I'm speaking?,I'm sad to hear about this.,May his spirit find eternal rest.,,
4153,3,victim,"My name is Aakash Garg, and I am 15 years old.  ",,,,
4153,4,counselor,"Hello, Akash. Could you please elaborate on your issue?  ",,,,
4153,5,victim,"When my 50-year-old mother returned home from work, she was gang-raped and murdered.  ",,,she was gang-raped and murdered.,
4153,6,counselor,This is revolting. I understand that this is a particularly trying time for you. Would it be okay if I inquire as to when and where the incident occurred?,This is revolting.,,,
4153,7,victim,This occurred a week ago in the Budaun area of Uttar Pradesh.,,,,
4153,8,counselor,Thank you for providing this information. Could you please tell me if you have filed a police report?,,,,
4153,9,victim,"The complaint had been reported to the police, but only for the name. The case is not being investigated adequately by the local police.  ",The case is not being investigated adequately,,,
4153,10,counselor,I'm sorry you're having trouble with this. Could you please let me know if you have any idea who did this?, sorry you're having trouble with this,,,
4153,11,victim,"I don't have any reservations. This heinous fucking was undoubtedly carried out by a priest and his two companions from a nearby temple. In the face of humans, they are wolves.  ",This fucking terrible act was most likely perpetrated by a bloody priest,"In the face of humans, they are wolves. ",,
4153,12,counselor,"Please calm down and exercise patience. Here is a list of the services we offer. Police Complaint, NGO Assistance, Women's Support Group, Legal Assistance, Medical Assistance, and Child Care SIUCAW is here to assist you.  ",Please calm down and exercise patience.,,,
4153,13,victim,I'd want to enlist the assistance of the Women Support Group.,don't have faith in the local cops.,,,
4153,14,counselor,"Sure, could you please give your present location so we can better serve you?  ",,,,
4153,15,victim,"Anand Vihar, Lucknow, UP-898765 is where I call home.  ",,,,
4153,16,counselor,"Thank you for the location. The Women's Support is detailed below. Dr. Asha Parihar, Naari Shakti 88878##### ",,,,
4153,17,victim,"Thank you so much, Rakshak. You are quite helpful.  ",,,,
4153,18,counselor,Is it possible for me to assist you further?,,,,
4153,19,victim,Is it possible to get the whole address of this support group?,,,,
4153,20,counselor,Is it possible to get the whole address of this support group?,,,,
4153,21,victim,This is something for which I am grateful.,,,,
4153,22,counselor,I'd be happy to help you with anything else?,,,,
4153,23,victim,"No, thank you so much for all of your assistance.  ",,,,
4153,24,counselor,"It's a delight for me. Take precautions. Rakshak, I hope you like your visit.  ",,,,
4154,0,counselor,"Hello, this is Rakshak, and I'm here to assist you in a secure atmosphere.  ",,,,
4154,1,victim,A group of monsters assassinated my mum.,,,group of monsters assassinated my mum.,
4154,2,counselor,I'm sad to hear about this. May his spirit find eternal rest. Is it possible for me to know to whom I'm speaking?,I'm sad to hear about this.,May his spirit find eternal rest.,,
4154,3,victim,"My name is Aakash Garg, and I am 15 years old. ",,,,
4154,4,counselor,"Hello, Akash. Could you please elaborate on your issue?  ",,,,
4154,5,victim,"When my 50-year-old mother returned home from work, she was gang-raped and murdered.  ",,,she was gang-raped and murdered.,
4154,6,counselor,This is revolting. I understand that this is a particularly trying time for you. Would it be okay if I inquire as to when and where the incident occurred?,This is revolting.,,,
4154,7,victim,This occurred a week ago in the Budaun area of Uttar Pradesh.,,,,
4154,8,counselor,Thank you for providing this information. Could you please tell me if you have filed a police report?,,,,
4154,9,victim,"The complaint had been reported to the police, but only for the name. The case is not being investigated adequately by the local police.  ",The case is not being investigated adequately,,,
4154,10,counselor,I'm sorry you're having trouble with this. Could you please let me know if you have any idea who did this?, sorry you're having trouble with this,,,
4154,11,victim,"I don't have any reservations. This heinous fuking was undoubtedly carried out by a priest and his two companions from a nearby temple. In the face of humans, they are wolves.  ",This fucking terrible act was most likely perpetrated by a bloody priest,"In the face of humans, they are wolves. ",,
4154,12,counselor,"Please calm down and exercise patience. Here is a list of the services we offer. Police Complaint, NGO Assistance, Women's Support Group, Legal Assistance, Medical Assistance, and Child Care SIUCAW is here to assist you.  ",Please calm down and exercise patience.,,,
4154,13,victim,I'd like to resolve the situation legally; could you assist me?,don't have faith in the local cops.,,,
4154,14,counselor,"Sure, could you please give your present location so we can better serve you?  ",,,,
4154,15,victim,"Anand Vihar, Lucknow, UP-898765 is where I call home.  ",,,,
4154,16,counselor,"Sure, would you prefer online or offline assistance?  ",,,,
4154,17,victim,I'd want to seek online assistance.,,,,
4154,18,counselor,Thank you for the option. The complaint can be found at this link. www.onlinelegal.gov.in,,,,
4154,19,victim,This is something for which I am grateful.,,,,
4154,20,counselor,I'd be happy to help you with anything else?,,,,
4154,21,victim,"No, thank you so much for all of your assistance. ",,,,
4154,22,counselor,"It's a delight for me. Take precautions. Rakshak, I hope you like your visit.  ",,,,
4155,0,counselor,"Hello, this is Rakshak, and I'm here to assist you in a secure atmosphere.  ",,,,
4155,1,victim,A group of monsters assassinated my mum.,,,group of monsters assassinated my mum.,
4155,2,counselor,I'm sad to hear about this. May his spirit find eternal rest. Is it possible for me to know to whom I'm speaking?,I'm sad to hear about this.,May his spirit find eternal rest.,,
4155,3,victim,"My name is Aakash Garg, and I am 15 years old.  ",,,,
4155,4,counselor,"Hello, Akash. Could you please elaborate on your issue?  ",,,,
4155,5,victim,"When my 50-year-old mother returned home from work, she was gang-raped and murdered.  ",,,she was gang-raped and murdered.,
4155,6,counselor,This is revolting. I understand that this is a particularly trying time for you. Would it be okay if I inquire as to when and where the incident occurred?,This is revolting.,,,
4155,7,victim,This occurred a week ago in the Budaun area of Uttar Pradesh.,,,,
4155,8,counselor,Thank you for providing this information. Could you please tell me if you have filed a police report?,,,,
4155,9,victim,"The complaint had been reported to the police, but only for the name. The case is not being investigated adequately by the local police.  ",The case is not being investigated adequately,,,
4155,10,counselor,I'm sorry you're having trouble with this. Could you please let me know if you have any idea who did this?, sorry you're having trouble with this,,,
4155,11,victim,"I don't have any reservations. This heinous fucking was undoubtedly carried out by a priest and his two companions from a nearby temple. In the face of humans, they are wolves. ",This fucking terrible act was most likely perpetrated by a bloody priest,"In the face of humans, they are wolves. ",,
4155,12,counselor,"Please calm down and exercise patience. Here is a list of the services we offer. Police Complaint, NGO Assistance, Women's Support Group, Legal Assistance, Medical Assistance, and Child Care SIUCAW is here to assist you.  ",Please calm down and exercise patience.,,,
4155,13,victim,I'd like to resolve the situation legally; could you assist me?,don't have faith in the local cops.,,,
4155,14,counselor,"Ok sure , could you please share your current location to assist you better ?  ",,,,
4155,15,victim,"Anand Vihar, Lucknow, UP-898765 is where I call home.  ",,,,
4155,16,counselor,"Sure, would you prefer online or offline assistance? ",,,,
4155,17,victim,"Please assist me with offline help, you moron.  ",,,,
4155,18,counselor,"Sure, just make sure your current address is Anand Vihar, Lucknow, UP-898765. ? ",,,,
4155,19,victim,"Yes, indeed.  ",,,,
4155,20,counselor,"Thank you for the confirmation, okay. Here's where you can get offline help in your area. Anil Baijal 98578#####, D K Dikshit 98889#####, Ram Jethmalani 98578#####, S K Sharma 98578#####  ",,,,
4155,21,victim,Thank you for providing this information.,,,,
4155,22,counselor,Is there anything else I can do for you?,,,,
4155,23,victim,Is it possible to receive Adv. Anil Baijal's office address?,,,,
4155,24,counselor,"Please pay Adv. Anil Balaji a visit at 2nd floor, Khan Street, Anand Vihar, Lucknow, UP-898765. ",,,,
4155,25,victim,This is something for which I am grateful.,,,,
4155,26,counselor,I'd be happy to help you with anything else?,,,,
4155,27,victim,"No, thank you so much for all of your assistance.  ",,,,
4155,28,counselor,"It's a delight for me. Take precautions. Rakshak, I hope you like your visit. ",,,,
4156,0,counselor,"Hello, this is Rakshak, and I'm here to assist you in a secure atmosphere.  ",,,,
4156,1,victim,A group of monsters assassinated my mum.,,,group of monsters assassinated my mum.,
4156,2,counselor,I'm sad to hear about this. May his spirit find eternal rest. Is it possible for me to know to whom I'm speaking?,I'm sad to hear about this.,May his spirit find eternal rest.,,
4156,3,victim,"My name is Aakash Garg, and I am 15 years old.  ",,,,
4156,4,counselor,"Hello, Akash. Could you please elaborate on your issue? ",,,,
4156,5,victim,"When my 50-year-old mother returned home from work, she was gang-raped and murdered.  ",,,she was gang-raped and murdered.,
4156,6,counselor,This is revolting. I understand that this is a particularly trying time for you. Would it be okay if I inquire as to when and where the incident occurred?,This is revolting.,,,
4156,7,victim,This occurred a week ago in the Budaun area of Uttar Pradesh.,,,,
4156,8,counselor,Thank you for providing this information. Could you please tell me if you have filed a police report?,,,,
4156,9,victim,"The complaint had been reported to the police, but only for the name. The case is not being investigated adequately by the local police.  ",The case is not being investigated adequately,,,
4156,10,counselor,I'm sorry you're having trouble with this. Could you please let me know if you have any idea who did this?, sorry you're having trouble with this,,,
4156,11,victim,"I don't have any reservations. This heinous fucking was undoubtedly carried out by a priest and his two companions from a nearby temple. In the face of humans, they are wolves.  ",This fucking terrible act was most likely perpetrated by a bloody priest,"In the face of humans, they are wolves. ",,
4156,12,counselor,"Please calm down and exercise patience. Here is a list of the services we offer. Police Complaint, NGO Assistance, Women's Support Group, Legal Assistance, Medical Assistance, and Child Care SIUCAW is here to assist you.  ",Please calm down and exercise patience.,,,
4156,13,victim,I'd like to enlist SIUCAW's assistance.,don't have faith in the local cops.,,,
4156,14,counselor,"Yes, please provide your present location so we can better serve you?  ",,,,
4156,15,victim,"Shastri Nagar, Badauna, Lucknow, UP-897654 is my address.  ",,,,
4156,16,counselor,"Sure, would you file a complaint online or offline?  ",,,,
4156,17,victim,I'd want to file a complaint via the internet.,,,,
4156,18,counselor,Thank you for the location. Here is a URL to make an online complaint. www.upsiucawhelp.gov.in,,,,
4156,19,victim,This is something for which I am grateful.,,,,
4156,20,counselor,I'd be happy to help you with anything else?,,,,
4156,21,victim,"No, thank you so much for all of your assistance. ",,,,
4156,22,counselor,"It's a delight for me. Take precautions. Rakshak, I hope you like your visit.  ",,,,
4157,0,counselor,"Hello, this is Rakshak, and I'm here to assist you in a secure atmosphere.  ",,,,
4157,1,victim,A group of monsters assassinated my mum.,,,group of monsters assassinated my mum.,
4157,2,counselor,I'm sad to hear about this. May his spirit find eternal rest. Is it possible for me to know to whom I'm speaking?,I'm sad to hear about this.,May his spirit find eternal rest.,,
4157,3,victim,"My name is Aakash Garg, and I am 15 years old.  ",,,,
4157,4,counselor,"Hello, Akash. Could you please elaborate on your issue? ",,,,
4157,5,victim,"When my 50-year-old mother returned home from work, she was gang-raped and murdered.  ",,,she was gang-raped and murdered.,
4157,6,counselor,This is revolting. I understand that this is a particularly trying time for you. Would it be okay if I inquire as to when and where the incident occurred?,This is revolting.,,,
4157,7,victim,This occurred a week ago in the Budaun area of Uttar Pradesh.,,,,
4157,8,counselor,Thank you for providing this information. Could you please tell me if you have filed a police report?,,,,
4157,9,victim,"The complaint had been reported to the police, but only for the name. The case is not being investigated adequately by the local police. ",The case is not being investigated adequately,,,
4157,10,counselor,I'm sorry you're having trouble with this. Could you please let me know if you have any idea who did this?, sorry you're having trouble with this,,,
4157,11,victim,"I don't have any reservations. This fucking horrible act was most likely perpetrated by a priest and his two accomplices from a local temple. In the face of humans, they are wolves. ",This fucking terrible act was most likely perpetrated by a bloody priest,"In the face of humans, they are wolves. ",,
4157,12,counselor,"Please calm down and exercise patience. Here is a list of the services we offer. Police Complaint, NGO Assistance, Women's Support Group, Legal Assistance, Medical Assistance, and Child Care SIUCAW is here to assist you.  ",Please calm down and exercise patience.,,,
4157,13,victim,I'd like to enlist SIUCAW's assistance.,don't have faith in the local cops.,,,
4157,14,counselor,"Yes, please provide your present location so we can better serve you?  ",,,,
4157,15,victim,"Shastri Nagar, Badauna, Lucknow, UP-897654 is my address.  ",,,,
4157,16,counselor,"Sure, would you file a complaint online or offline? ",,,,
4157,17,victim,I'd want to file a complaint in person.,,,,
4157,18,counselor,"Sure, however I'd like to point out that SIUCAW assistance is only provided in state capitals? ",,,,
4157,19,victim,So I'm merely a Lucknow resident.,,,,
4157,20,counselor,"That's fantastic! The SIUCAW Office is detailed below. 2nd floor, Sachiwalay Building, Station Road, Lucknow. 544654  ",,,,
4157,21,victim,Thank you very much.,,,,
4157,22,counselor,Is there anything else I can do for you?,,,,
4157,23,victim,"Yes, could you kindly tell me if there are any costs I need to pay? ",,,,
4157,24,counselor,Thank you for your inquiry. It is completely free of charge.,,,,
4157,25,victim,This is something for which I am grateful.,,,,
4157,26,counselor,I'd be happy to help you with anything else?,,,,
4157,27,victim,"No, thank you so much for all of your assistance.  ",,,,
4157,28,counselor,"It's a delight for me. Take precautions. Rakshak, I hope you like your visit.  ",,,,
4158,0,counselor,"Hello, this is Rakshak, and I'm here to assist you in a secure atmosphere.  ",,,,
4158,1,victim,A group of monsters assassinated my mum.,,,group of monsters assassinated my mum.,
4158,2,counselor,I'm sad to hear about this. May his spirit find eternal rest. Is it possible for me to know to whom I'm speaking?,I'm sad to hear about this.,May his spirit find eternal rest.,,
4158,3,victim,"My name is Aakash Garg, and I am 15 years old.  ",,,,
4158,4,counselor,"Hello, Akash. Could you please elaborate on your issue?  ",,,,
4158,5,victim,"When my 50-year-old mother returned home from work, she was gang-raped and murdered.  ",,,she was gang-raped and murdered.,
4158,6,counselor,This is revolting. I understand that this is a particularly trying time for you. Would it be okay if I inquire as to when and where the incident occurred?,This is revolting.,,,
4158,7,victim,This occurred a week ago in the Budaun area of Uttar Pradesh.,,,,
4158,8,counselor,Thank you for providing this information. Could you please tell me if you have filed a police report?,,,,
4158,9,victim,"The complaint had been reported to the police, but only for the name. The case is not being investigated adequately by the local police. ",The case is not being investigated adequately,,,
4158,10,counselor,I'm sorry you're having trouble with this. Could you please let me know if you have any idea who did this?, sorry you're having trouble with this,,,
4158,11,victim,"I don't have any reservations. This fucking horrible act was most likely perpetrated by a priest and his two accomplices from a local temple. In the face of humans, they are wolves.  ",This fucking terrible act was most likely perpetrated by a bloody priest,"In the face of humans, they are wolves. ",,
4158,12,counselor,"Please calm down and exercise patience. Here is a list of the services we offer. Police Complaint, NGO Assistance, Women's Support Group, Legal Assistance, Medical Assistance, and Child Care SIUCAW is here to assist you.  ",Please calm down and exercise patience.,,,
4158,13,victim,Please assist me with medical assistance.,don't have faith in the local cops.,,,
4158,14,counselor,"Sure, would you like to file a complaint for a home visit/hospital visit? ",,,,
4158,15,victim,I'd want to pay you a visit at your home.,,,,
4158,16,counselor,"Yes, please provide your present location so we can better serve you?  ",,,,
4158,17,victim,"Pallav Nagar, Lucknow-876567 is my current location.  ",,,,
4158,18,counselor,Thank you for the location. The doctor's profile can be seen here. ###,,,,
4158,19,victim,Is she a doctor of orthopaedics?,,,,
4158,20,counselor,"Yes, indeed. ",,,,
4158,21,victim,This is something for which I am grateful.,,,,
4158,22,counselor,I'd be happy to help you with anything else?,,,,
4158,23,victim,"No, thank you so much for all of your assistance.  ",,,,
4158,24,counselor,"It's a delight for me. Take precautions. Rakshak, I hope you like your visit.  ",,,,
4159,0,counselor,"Hello, this is Rakshak, and I'm here to assist you in a secure atmosphere.  ",,,,
